Sample,Sample<->Dispatcher-extractor,Dispatcher-extractor,Dispatcher-extractor<->Extractor,Extractor,Extractor<->Collect-extractor,Collect-extractor,Collect-extractor<->Lookup,Lookup,Lookup<->Stat,Stat,Total
0.064165,0.002307,0.000001,0.001693,0.180786,0.001711,0.000001,0.001108,0.000010,0.001185,0.000001,0.252967
0.066927,0.002547,0.000001,0.001414,0.067071,0.001514,0.000001,0.001440,0.000010,0.001615,0.000001,0.142539
0.071805,0.002210,0.000001,0.002706,0.262198,0.001771,0.000001,0.002476,0.000017,0.001598,0.000001,0.344784
0.075474,0.002481,0.000001,0.001983,0.091257,0.001676,0.000001,0.001141,0.000012,0.001032,0.000001,0.175058
0.082092,0.002389,0.000001,0.001014,0.066027,0.001510,0.000000,0.001087,0.000009,0.001129,0.000001,0.155260
0.071394,0.002196,0.000001,0.001721,0.248253,0.001661,0.000001,0.001091,0.000011,0.001171,0.000001,0.327500
0.073566,0.002731,0.000001,0.002294,0.242632,0.001820,0.000001,0.001119,0.000008,0.001062,0.000001,0.325233
0.067712,0.002019,0.000001,0.001679,0.159052,0.001516,0.000001,0.001080,0.000014,0.001625,0.000004,0.234703
0.055238,0.002260,0.000001,0.003979,0.101938,0.002545,0.000001,0.001271,0.000009,0.001512,0.000001,0.168755
0.035674,0.003714,0.000001,0.002731,0.192532,0.001738,0.000001,0.001333,0.000010,0.001331,0.000001,0.239065
0.060751,0.002378,0.000001,0.003621,0.100865,0.002487,0.000001,0.001290,0.000009,0.001296,0.000001,0.172698
0.064301,0.002328,0.000001,0.001708,0.174732,0.001804,0.000001,0.001942,0.000029,0.001813,0.000001,0.248660
0.074942,0.002258,0.000001,0.003103,0.095834,0.001683,0.000001,0.001568,0.000012,0.001660,0.000000,0.181061
0.084831,0.002408,0.000001,0.003949,0.097462,0.002729,0.000001,0.001290,0.000008,0.001736,0.000001,0.194416
0.062809,0.002330,0.000001,0.002878,0.200137,0.001802,0.000001,0.001792,0.000010,0.002176,0.000001,0.273936
0.075462,0.002445,0.000001,0.003611,0.102421,0.002051,0.000001,0.001773,0.000010,0.001315,0.000001,0.189091
0.068859,0.002969,0.000001,0.001850,0.182757,0.002219,0.000001,0.002460,0.000011,0.001388,0.000001,0.262516
0.069616,0.002409,0.000001,0.001928,0.140099,0.001474,0.000001,0.001384,0.000013,0.001473,0.000001,0.218399
0.060691,0.002687,0.000001,0.002190,0.081259,0.001800,0.000000,0.001196,0.000012,0.001163,0.000001,0.150999
0.071859,0.002278,0.000001,0.002540,0.209823,0.002401,0.000001,0.001182,0.000009,0.001366,0.000001,0.291459
0.060597,0.002227,0.000001,0.002570,0.187505,0.001959,0.000001,0.001546,0.000008,0.001314,0.000000,0.257728
0.061971,0.002179,0.000001,0.001874,0.067589,0.002007,0.000001,0.001186,0.000009,0.001232,0.000001,0.138049
0.064839,0.002456,0.000001,0.001591,0.185345,0.001714,0.000001,0.001167,0.000008,0.001243,0.000001,0.258365
0.091002,0.002299,0.000001,0.001637,0.074708,0.001800,0.000000,0.001257,0.000009,0.001367,0.000001,0.174081
0.076346,0.002237,0.000001,0.001444,0.074877,0.001455,0.000001,0.001144,0.000008,0.001274,0.000001,0.158787
0.107379,0.002337,0.000001,0.001698,0.164521,0.001802,0.000001,0.001257,0.000009,0.001290,0.000001,0.280295
0.067057,0.002448,0.000001,0.001530,0.075057,0.001492,0.000001,0.001682,0.000020,0.001753,0.000001,0.151042
0.070942,0.002280,0.000001,0.001763,0.187866,0.001680,0.000001,0.001541,0.000009,0.001386,0.000001,0.267470
0.079859,0.002409,0.000001,0.001490,0.077744,0.001664,0.000001,0.001286,0.000011,0.001425,0.000001,0.165889
0.076249,0.002343,0.000001,0.001604,0.074275,0.001458,0.000000,0.001282,0.000011,0.001729,0.000001,0.158952
0.069850,0.002993,0.000001,0.001987,0.246872,0.001870,0.000001,0.001295,0.000009,0.001345,0.000001,0.326224
0.064436,0.002389,0.000001,0.001488,0.089498,0.001774,0.000001,0.001133,0.000008,0.001261,0.000001,0.161989
0.059973,0.002340,0.000001,0.001529,0.076411,0.001468,0.000001,0.001164,0.000008,0.001233,0.000001,0.144127
0.080258,0.003999,0.000001,0.002819,0.198780,0.001725,0.000001,0.001193,0.000008,0.001218,0.000001,0.290002
0.069305,0.002512,0.000001,0.001904,0.176404,0.001874,0.000001,0.001282,0.000010,0.001368,0.000001,0.254661
0.076371,0.002574,0.000001,0.001500,0.074984,0.001432,0.000001,0.001799,0.000015,0.001445,0.000001,0.160122
0.058398,0.002237,0.000001,0.001518,0.076884,0.001424,0.000001,0.001276,0.000007,0.001385,0.000001,0.143132
0.060092,0.002418,0.000001,0.001832,0.077337,0.001534,0.000001,0.001379,0.000009,0.002388,0.000001,0.146991
0.086931,0.002509,0.000001,0.002471,0.218498,0.001821,0.000001,0.003254,0.000010,0.001520,0.000001,0.317016
0.096471,0.002654,0.000001,0.001795,0.178972,0.002041,0.000001,0.002518,0.000005,0.001427,0.000000,0.285885
0.063199,0.002295,0.000001,0.001662,0.190468,0.001969,0.000001,0.001670,0.000011,0.001383,0.000001,0.262661
0.062003,0.002296,0.000001,0.001458,0.076521,0.001541,0.000001,0.001196,0.000011,0.001295,0.000001,0.146323
0.061216,0.002416,0.000001,0.001762,0.174693,0.001774,0.000001,0.001267,0.000009,0.001358,0.000001,0.244497
0.061149,0.002819,0.000001,0.004521,0.101101,0.001712,0.000000,0.001317,0.000011,0.002676,0.000001,0.175308
0.060641,0.002200,0.000001,0.001513,0.073851,0.001412,0.000001,0.001117,0.000005,0.002671,0.000001,0.143412
0.062199,0.002256,0.000001,0.001835,0.188485,0.001669,0.000001,0.001170,0.000020,0.001216,0.000001,0.258851
0.104322,0.002882,0.000001,0.002813,0.086969,0.001684,0.000001,0.001239,0.000010,0.001390,0.000001,0.201313
0.062100,0.002181,0.000001,0.001711,0.175485,0.001766,0.000001,0.001209,0.000007,0.001426,0.000001,0.245886
0.090454,0.002654,0.000001,0.001647,0.078578,0.002062,0.000001,0.001295,0.000073,0.001382,0.000001,0.178148
0.063455,0.002351,0.000001,0.002083,0.079274,0.001536,0.000001,0.001247,0.000009,0.001338,0.000001,0.151294
0.079076,0.002390,0.000001,0.001735,0.076570,0.001356,0.000001,0.001188,0.000009,0.001378,0.000001,0.163705
0.066456,0.002342,0.000001,0.003461,0.200023,0.001630,0.000001,0.001204,0.000009,0.001271,0.000001,0.276399
0.067174,0.002415,0.000001,0.001883,0.178375,0.001672,0.000001,0.001279,0.000012,0.001213,0.000001,0.254025
0.062384,0.002472,0.000001,0.001998,0.165476,0.002062,0.000001,0.001279,0.000011,0.001341,0.000001,0.237024
0.086765,0.002842,0.000001,0.001525,0.074468,0.001426,0.000000,0.001200,0.000009,0.001252,0.000001,0.169488
0.075774,0.002528,0.000001,0.002636,0.194871,0.001858,0.000001,0.001213,0.000015,0.001406,0.000001,0.280313
0.059600,0.002266,0.000001,0.001451,0.078927,0.001801,0.000001,0.001139,0.000010,0.001207,0.000001,0.146404
0.066291,0.002274,0.000001,0.001456,0.188269,0.002083,0.000000,0.001949,0.000011,0.002962,0.000001,0.265296
0.070268,0.002231,0.000001,0.001730,0.216499,0.002361,0.000001,0.001581,0.014931,0.002154,0.000001,0.311758
0.084843,0.002297,0.000001,0.001306,0.074294,0.001492,0.000001,0.001325,0.000010,0.001499,0.000001,0.167069
0.068191,0.002053,0.000001,0.001705,0.156394,0.001854,0.000001,0.001752,0.000014,0.001813,0.000001,0.233779
0.069456,0.002598,0.000001,0.001783,0.074327,0.001422,0.000000,0.001138,0.000009,0.001167,0.000001,0.151901
0.063883,0.002193,0.000001,0.001769,0.072266,0.001493,0.000004,0.001069,0.000012,0.001314,0.000001,0.144005
0.073195,0.002130,0.000001,0.001569,0.166515,0.001374,0.000001,0.001090,0.000012,0.001004,0.000000,0.246890
0.069917,0.002359,0.000001,0.001444,0.071804,0.001461,0.000001,0.001284,0.000009,0.001250,0.000001,0.149530
0.073416,0.002134,0.000001,0.001697,0.167275,0.002528,0.000001,0.001393,0.000009,0.001444,0.000001,0.249897
0.068601,0.002376,0.000001,0.001808,0.075001,0.002862,0.000001,0.001490,0.000010,0.001540,0.000000,0.153689
0.058672,0.002260,0.000001,0.001407,0.073237,0.001427,0.000001,0.001220,0.000009,0.001173,0.000001,0.139407
0.059704,0.002399,0.000001,0.003220,0.099747,0.002313,0.000001,0.002410,0.000016,0.002240,0.000009,0.172059
0.062722,0.002477,0.000001,0.002525,0.200457,0.002238,0.000001,0.001297,0.000006,0.001900,0.000001,0.273625
0.062980,0.002387,0.000001,0.002421,0.174475,0.001575,0.000001,0.001161,0.000009,0.001160,0.000001,0.246170
0.106138,0.003757,0.000001,0.001713,0.079137,0.001556,0.000001,0.001179,0.000012,0.001467,0.000001,0.194961
0.062399,0.002658,0.000001,0.002521,0.189852,0.001799,0.000001,0.001324,0.000010,0.001310,0.000001,0.261874
0.068386,0.002200,0.000001,0.003197,0.103901,0.001750,0.000001,0.001117,0.000010,0.001972,0.000001,0.182535
0.091545,0.002689,0.000001,0.001918,0.181067,0.002097,0.000001,0.001377,0.000009,0.001307,0.000001,0.282011
0.078055,0.002315,0.000001,0.001803,0.078840,0.001440,0.000001,0.001120,0.000009,0.001183,0.000001,0.164767
0.067064,0.002406,0.000001,0.001806,0.210609,0.002331,0.000001,0.001314,0.000011,0.001174,0.000001,0.286717
0.069803,0.002479,0.000001,0.003382,0.089990,0.002145,0.000000,0.001124,0.000014,0.001325,0.000001,0.170265
0.077429,0.002414,0.000001,0.001731,0.172849,0.001514,0.000001,0.001173,0.000009,0.001422,0.000002,0.258544
0.072310,0.002148,0.000001,0.001484,0.069407,0.001676,0.000001,0.001105,0.000011,0.001073,0.000001,0.149217
0.070052,0.002249,0.000001,0.001477,0.072661,0.001501,0.000001,0.001267,0.000009,0.001217,0.000001,0.150436
0.061453,0.002166,0.000001,0.001838,0.180451,0.001459,0.000000,0.001393,0.000012,0.001202,0.000000,0.249977
0.063065,0.002622,0.000001,0.001453,0.072917,0.001445,0.000001,0.001493,0.000010,0.002021,0.000001,0.145028
0.075441,0.002546,0.000001,0.001663,0.180143,0.001578,0.000001,0.001269,0.000011,0.001300,0.000001,0.263952
0.058410,0.002391,0.000001,0.002170,0.159121,0.002649,0.000001,0.001356,0.000011,0.001292,0.000001,0.227403
0.062345,0.002279,0.000001,0.001740,0.076737,0.001510,0.000001,0.001260,0.000007,0.001353,0.000001,0.147233
0.062076,0.002308,0.000001,0.003287,0.208383,0.001885,0.000001,0.001234,0.000008,0.001411,0.000001,0.280595
0.063046,0.002253,0.000001,0.002851,0.180642,0.001743,0.000001,0.001190,0.000008,0.001131,0.000001,0.252867
0.075892,0.002328,0.000001,0.001861,0.074470,0.001610,0.000001,0.001196,0.000009,0.001169,0.000001,0.158536
0.074330,0.002465,0.000001,0.001513,0.075078,0.001799,0.000001,0.001272,0.000011,0.001246,0.000001,0.157717
0.090179,0.003737,0.000001,0.002880,0.195080,0.001812,0.000001,0.001232,0.000009,0.001296,0.000001,0.296228
0.066889,0.002725,0.000001,0.001666,0.170933,0.001529,0.000001,0.001920,0.000010,0.001472,0.000001,0.247145
0.064998,0.002368,0.000001,0.001569,0.074148,0.001400,0.000000,0.002044,0.000009,0.002264,0.000001,0.148801
0.070524,0.002148,0.000001,0.001384,0.069593,0.001455,0.000001,0.001180,0.000007,0.001220,0.000001,0.147513
0.070878,0.002603,0.000002,0.001967,0.188007,0.001727,0.000001,0.001662,0.000012,0.001288,0.000001,0.268147
0.066169,0.002193,0.000001,0.001427,0.070194,0.001559,0.000003,0.001218,0.000011,0.001010,0.000001,0.143785
0.077702,0.002547,0.000001,0.001978,0.173635,0.001707,0.000001,0.001168,0.000009,0.001260,0.000001,0.260009
0.069507,0.002171,0.000001,0.001802,0.072845,0.001460,0.000000,0.001160,0.000008,0.001098,0.000001,0.150053
0.065585,0.002295,0.000001,0.001687,0.172592,0.001681,0.000000,0.001154,0.000010,0.001143,0.000001,0.246149
0.060874,0.002182,0.000001,0.003355,0.091498,0.001920,0.000001,0.001161,0.000007,0.001387,0.000001,0.162387
0.057997,0.002215,0.000001,0.001646,0.164455,0.001759,0.000001,0.001309,0.000010,0.001286,0.000001,0.230679
0.062658,0.002183,0.000001,0.001450,0.100854,0.001491,0.000001,0.001092,0.000008,0.001098,0.000001,0.170836
0.083211,0.002399,0.000001,0.001911,0.075985,0.001612,0.000001,0.001295,0.000009,0.001346,0.000001,0.167769
0.066014,0.002530,0.000001,0.001456,0.075510,0.002618,0.000001,0.001338,0.000010,0.001406,0.000001,0.150884
0.061970,0.002417,0.000001,0.002852,0.185533,0.001650,0.000000,0.001323,0.000009,0.001282,0.000001,0.257038
0.096799,0.002543,0.000001,0.001768,0.168243,0.001686,0.000001,0.001356,0.000084,0.001413,0.000001,0.273893
0.060283,0.002571,0.000001,0.001953,0.076177,0.001534,0.000000,0.001272,0.000007,0.001237,0.000001,0.145036
0.092697,0.002510,0.000001,0.001480,0.076945,0.001829,0.000001,0.001219,0.000011,0.001332,0.000001,0.178025
0.086104,0.003700,0.000001,0.002555,0.190103,0.001882,0.000001,0.001278,0.000009,0.001370,0.000001,0.287002
0.079366,0.002934,0.000001,0.002060,0.174252,0.001713,0.000001,0.001778,0.000011,0.001336,0.000001,0.263454
0.075746,0.002447,0.000001,0.001545,0.097549,0.001548,0.000001,0.001155,0.000008,0.001168,0.000001,0.181168
0.061375,0.002232,0.000001,0.001453,0.105132,0.001637,0.000001,0.001292,0.014133,0.002136,0.000001,0.189392
0.098372,0.003546,0.000001,0.002751,0.193959,0.001996,0.000001,0.001290,0.000011,0.001415,0.000001,0.303342
0.061460,0.002200,0.000001,0.001414,0.069289,0.001387,0.000000,0.001180,0.000009,0.001194,0.000001,0.138135
0.058573,0.003117,0.000001,0.001782,0.174189,0.001641,0.000000,0.001180,0.000010,0.001223,0.000001,0.241716
0.095966,0.002386,0.000001,0.001658,0.075399,0.001424,0.000001,0.001182,0.000007,0.001261,0.000001,0.179285
0.061728,0.002256,0.000001,0.001646,0.200693,0.001920,0.000001,0.001117,0.013789,0.001803,0.000001,0.284955
0.063315,0.002855,0.000001,0.001707,0.161649,0.002278,0.000001,0.001607,0.000011,0.001210,0.000001,0.234634
0.080421,0.002556,0.000001,0.001450,0.088653,0.001548,0.000001,0.001320,0.014156,0.001571,0.000001,0.191678
0.068079,0.002412,0.000001,0.001907,0.168577,0.002454,0.000001,0.001284,0.000009,0.001319,0.000001,0.246042
0.062756,0.002468,0.000001,0.001442,0.072990,0.002403,0.000001,0.001745,0.000010,0.001464,0.000001,0.145280
0.062421,0.002448,0.000001,0.001462,0.105201,0.002837,0.000001,0.002457,0.000011,0.001555,0.000000,0.178394
0.068288,0.002386,0.000001,0.002485,0.194443,0.001813,0.000001,0.001213,0.000009,0.001326,0.000001,0.271964
0.063948,0.002369,0.000001,0.001760,0.186077,0.001747,0.000000,0.001412,0.013991,0.001562,0.000002,0.272867
0.059914,0.002873,0.000001,0.002912,0.192918,0.001772,0.000001,0.001891,0.000010,0.001737,0.000001,0.264028
0.075120,0.002348,0.000001,0.001458,0.077059,0.002412,0.000001,0.001917,0.000011,0.001839,0.000001,0.162166
0.090848,0.002507,0.000001,0.002175,0.102664,0.002210,0.000001,0.001711,0.000014,0.001340,0.000000,0.203471
0.061608,0.002663,0.000001,0.001861,0.195164,0.001975,0.000001,0.001647,0.000008,0.001954,0.000001,0.266881
0.069514,0.002311,0.000001,0.002206,0.112811,0.002552,0.000001,0.001171,0.014142,0.001547,0.000001,0.206255
0.081240,0.002476,0.000001,0.003408,0.204902,0.002011,0.000001,0.001661,0.013943,0.001924,0.000001,0.311568
0.063157,0.002131,0.000001,0.001332,0.096155,0.001457,0.000001,0.002053,0.014459,0.001751,0.000000,0.182497
0.059476,0.002591,0.000001,0.001895,0.179333,0.002276,0.000001,0.001371,0.000012,0.001499,0.000000,0.248455
0.062038,0.002398,0.000001,0.001323,0.158233,0.001232,0.000001,0.001069,0.000010,0.001443,0.000001,0.227749
0.071744,0.002200,0.000001,0.001368,0.066269,0.001370,0.000001,0.001079,0.000008,0.001091,0.000001,0.145131
0.072307,0.002284,0.000001,0.001372,0.104196,0.001511,0.000000,0.001251,0.000007,0.001203,0.000001,0.184131
0.079768,0.002075,0.000001,0.001683,0.171434,0.001602,0.000001,0.001175,0.000009,0.001145,0.000001,0.258893
0.064923,0.002468,0.000001,0.001408,0.072992,0.001510,0.000001,0.001440,0.000006,0.001135,0.000001,0.145885
0.070776,0.002258,0.000001,0.002084,0.157227,0.002554,0.000001,0.001256,0.000011,0.001255,0.000001,0.237423
0.063145,0.003146,0.000000,0.001408,0.073023,0.001888,0.000001,0.001275,0.000009,0.001339,0.000001,0.145235
0.092054,0.002401,0.000001,0.002558,0.187098,0.001872,0.000001,0.001724,0.000013,0.001376,0.000001,0.289099
0.061858,0.002556,0.000001,0.001828,0.090370,0.001805,0.000001,0.001499,0.000011,0.001259,0.000001,0.161188
0.103041,0.002547,0.000001,0.001754,0.202638,0.001876,0.000001,0.001246,0.014014,0.001439,0.000001,0.328558
0.096413,0.002438,0.000001,0.001423,0.085718,0.001508,0.000001,0.001225,0.000007,0.001128,0.000001,0.189862
0.081992,0.002428,0.000001,0.002809,0.242366,0.002586,0.000001,0.001479,0.028285,0.001662,0.000001,0.363608
0.064911,0.002554,0.000001,0.001918,0.196488,0.002286,0.000001,0.001571,0.014190,0.002304,0.000001,0.286223
0.067120,0.002341,0.000001,0.001466,0.092976,0.001742,0.000001,0.001313,0.014068,0.002471,0.000000,0.183499
0.079013,0.002150,0.000001,0.001341,0.067719,0.001441,0.000001,0.001178,0.000010,0.001193,0.000001,0.154047
0.062856,0.002278,0.000001,0.001371,0.086648,0.001635,0.000001,0.001224,0.000012,0.001159,0.000001,0.157185
0.071606,0.002350,0.000001,0.001820,0.191666,0.002152,0.000001,0.001251,0.013967,0.001703,0.000001,0.286516
0.065439,0.003039,0.000000,0.001587,0.194913,0.001647,0.000001,0.001143,0.000010,0.001701,0.000001,0.269482
0.085955,0.002353,0.000001,0.002029,0.260540,0.002282,0.000001,0.001318,0.013873,0.001465,0.000000,0.369817
0.069287,0.002230,0.000001,0.001848,0.098382,0.001654,0.000001,0.001220,0.014179,0.001391,0.000001,0.190193
0.070585,0.002164,0.000001,0.001374,0.085085,0.001576,0.000001,0.001681,0.013776,0.001452,0.000001,0.177696
0.063199,0.002260,0.000001,0.001739,0.182814,0.001703,0.000001,0.001199,0.013608,0.001988,0.000002,0.268512
0.072060,0.002489,0.000001,0.001891,0.165905,0.002342,0.000001,0.001378,0.013757,0.001459,0.000001,0.261283
0.086248,0.002359,0.000001,0.001602,0.092009,0.001836,0.000001,0.001315,0.014242,0.001525,0.000001,0.201137
0.087119,0.002521,0.000001,0.002625,0.236609,0.001662,0.000001,0.001235,0.000012,0.001335,0.000001,0.333120
0.079655,0.002527,0.000001,0.001933,0.188268,0.001910,0.000001,0.001346,0.014629,0.001672,0.000001,0.291942
0.074149,0.002508,0.000001,0.001942,0.170659,0.002797,0.000001,0.001267,0.013932,0.001590,0.000001,0.268846
0.060857,0.002242,0.000001,0.001784,0.098879,0.002032,0.000001,0.001277,0.014304,0.001473,0.000001,0.182850
0.075639,0.002687,0.000001,0.001397,0.084013,0.001389,0.000000,0.001220,0.000009,0.001202,0.000001,0.167557
0.069070,0.002174,0.000001,0.002211,0.074799,0.002253,0.000001,0.001507,0.000082,0.001202,0.000001,0.153300
0.062982,0.002525,0.000001,0.002355,0.188000,0.001945,0.000001,0.001343,0.000010,0.001264,0.000001,0.260425
0.065830,0.002535,0.000001,0.002654,0.206094,0.001713,0.000001,0.002105,0.014219,0.001422,0.000001,0.296575
0.069666,0.002287,0.000001,0.002740,0.183937,0.003057,0.000002,0.006011,0.000021,0.004782,0.000001,0.272505
0.060119,0.002109,0.000001,0.001333,0.072781,0.002301,0.000001,0.002339,0.000017,0.002427,0.000001,0.143429
0.064869,0.002178,0.000001,0.001317,0.083980,0.004081,0.000002,0.007710,0.014301,0.004541,0.000002,0.182983
0.072909,0.001927,0.000001,0.001414,0.151620,0.001969,0.000001,0.005350,0.000030,0.003380,0.000001,0.238601
0.074678,0.002338,0.000001,0.001704,0.184538,0.004197,0.000002,0.004138,0.013955,0.002163,0.000002,0.287716
0.095357,0.004941,0.000001,0.003126,0.109608,0.001373,0.000000,0.001179,0.000009,0.001290,0.000001,0.216886
0.076536,0.003237,0.000001,0.001465,0.088338,0.001658,0.000001,0.001363,0.014202,0.001469,0.000001,0.188271
0.093647,0.005991,0.000002,0.002096,0.166579,0.001617,0.000001,0.001085,0.000009,0.001267,0.000001,0.272293
0.081691,0.002300,0.000001,0.001413,0.087946,0.001644,0.000001,0.001942,0.014107,0.001505,0.000001,0.192550
0.057312,0.007376,0.000001,0.002790,0.204397,0.001977,0.000001,0.001397,0.014018,0.001556,0.000001,0.290827
0.072008,0.002349,0.000001,0.001427,0.101368,0.001680,0.000001,0.001399,0.013636,0.001570,0.000001,0.195439
0.085561,0.002593,0.000001,0.001928,0.184911,0.001897,0.000001,0.001400,0.014205,0.001756,0.000001,0.294255
0.065574,0.002872,0.000001,0.002051,0.169387,0.002639,0.000001,0.001184,0.000010,0.001265,0.000001,0.244986
0.083455,0.002353,0.000001,0.001365,0.088838,0.001622,0.000001,0.001875,0.013713,0.001579,0.000001,0.194803
0.069640,0.002466,0.000001,0.001412,0.088201,0.001522,0.000001,0.001215,0.014090,0.001730,0.000001,0.180279
0.080889,0.002493,0.000001,0.002733,0.199250,0.001633,0.000001,0.001262,0.000009,0.001269,0.000001,0.289540
0.061020,0.002364,0.000001,0.001383,0.091843,0.002190,0.000001,0.001328,0.013904,0.001447,0.000001,0.175481
0.076423,0.002358,0.000001,0.001933,0.200977,0.001872,0.000001,0.001321,0.013835,0.001743,0.000001,0.300464
0.066418,0.002590,0.000001,0.003223,0.208058,0.001879,0.000001,0.001268,0.013890,0.001577,0.000001,0.298905
0.062217,0.002025,0.000001,0.001377,0.086946,0.001577,0.000001,0.001314,0.013948,0.001904,0.000001,0.171311
0.072761,0.002237,0.000001,0.001872,0.075595,0.001935,0.000001,0.001251,0.000015,0.001952,0.000002,0.157622
0.060243,0.002237,0.000001,0.002453,0.206658,0.001690,0.000001,0.001226,0.000010,0.001316,0.000001,0.275837
